song_title,artist,album,release_year,artist_genres,artist_popularity,artist_followers,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,custom_mood_tags,listener_context,embedding_text,archetype,spotify_url,seed_query,weak_label
Everytime We Touch,Cascada,,,,,,,,,,,,,,,,,,,,synthwave; dreamy; digital; nostalgic; glowing,old memories filtered through screens and neon light,Everytime We Touch | Cascada | synthwave; dreamy; digital; nostalgic; glowing | old memories filtered through screens and neon light | nostalgic digital dreamer,nostalgic digital dreamer,https://open.spotify.com/track/5YJtMNWKe55yr49cyJgxva,digital nostalgia,yes
Nostalgia Di Milano - Digital Remaster 2004,Tony Renis,,,,,,,,,,,,,,,,,,,,synthwave; dreamy; digital; nostalgic; glowing,old memories filtered through screens and neon light,Nostalgia Di Milano - Digital Remaster 2004 | Tony Renis | synthwave; dreamy; digital; nostalgic; glowing | old memories filtered through screens and neon light | nostalgic digital dreamer,nostalgic digital dreamer,https://open.spotify.com/track/0HT9zSyPf06WrfsNVpsTaI,digital nostalgia,yes
Everytime We Touch,Cascada,,,,,,,,,,,,,,,,,,,,synthwave; dreamy; digital; nostalgic; glowing,old memories filtered through screens and neon light,Everytime We Touch | Cascada | synthwave; dreamy; digital; nostalgic; glowing | old memories filtered through screens and neon light | nostalgic digital dreamer,nostalgic digital dreamer,https://open.spotify.com/track/5aEqcblO0Z6JloFJXtxyhe,digital nostalgia,yes
Everytime We Touch,Cascada,,,,,,,,,,,,,,,,,,,,synthwave; dreamy; digital; nostalgic; glowing,old memories filtered through screens and neon light,Everytime We Touch | Cascada | synthwave; dreamy; digital; nostalgic; glowing | old memories filtered through screens and neon light | nostalgic digital dreamer,nostalgic digital dreamer,https://open.spotify.com/track/7dCi75cRLdD5NHsZajSDrz,digital nostalgia,yes
Everytime We Touch,Cascada,,,,,,,,,,,,,,,,,,,,synthwave; dreamy; digital; nostalgic; glowing,old memories filtered through screens and neon light,Everytime We Touch | Cascada | synthwave; dreamy; digital; nostalgic; glowing | old memories filtered through screens and neon light | nostalgic digital dreamer,nostalgic digital dreamer,https://open.spotify.com/track/4DtMLDNbMoAPb5JmrFyrTe,digital nostalgia,yes
Everybody Wants to Rule the World (feat. Spencer Jones & Mckenna Breinholt),"Cinematic Pop, Spencer Jones, McKenna Faith",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Everybody Wants to Rule the World (feat. Spencer Jones & Mckenna Breinholt) | Cinematic Pop, Spencer Jones, McKenna Faith | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/7GFqU0csJUXy6k2dkTgHYB,cinematic pop,yes
Sweet Dreams (Are Made of This),"Cinematic Pop, McKenna Faith",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Sweet Dreams (Are Made of This) | Cinematic Pop, McKenna Faith | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/0q7S4FMpP8Qxfgt3n2KoEk,cinematic pop,yes
First Light (feat. Spencer Jones),"Cinematic Pop, Spencer Jones",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"First Light (feat. Spencer Jones) | Cinematic Pop, Spencer Jones | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/6nPnqcRHSpNLthYvqj9oqp,cinematic pop,yes
Listen to Your Heart (feat. Cosette Smith),"Cinematic Pop, Cosette Smith",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Listen to Your Heart (feat. Cosette Smith) | Cinematic Pop, Cosette Smith | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/1E3cG4xkWP4URfpkOrphW5,cinematic pop,yes
Eleanor Rigby,"Cinematic Pop, Adam Payne",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Eleanor Rigby | Cinematic Pop, Adam Payne | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/10ytTrS13rJ2udNfs8ttDG,cinematic pop,yes
Take on Me,"Cinematic Pop, Cosette",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Take on Me | Cinematic Pop, Cosette | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/1U45uQgz0oIhsqU0iVmD9m,cinematic pop,yes
Titanium (feat. Mckenna Breinholt & Cosette Smith),"Cinematic Pop, McKenna Faith, Cosette Smith",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Titanium (feat. Mckenna Breinholt & Cosette Smith) | Cinematic Pop, McKenna Faith, Cosette Smith | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/5dB45SObXWjf6FnyjA6nBz,cinematic pop,yes
Hallelujah (feat. McKenna Breinholt),"Cinematic Pop, McKenna Faith",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Hallelujah (feat. McKenna Breinholt) | Cinematic Pop, McKenna Faith | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/2FK0ULI8Iof7VU0IGJePrv,cinematic pop,yes
With Me,"Alexandra Armstrong, Thomas Robson",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"With Me | Alexandra Armstrong, Thomas Robson | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/5edfNbfRO2S7tfzzDSaXp6,cinematic pop,yes
Cinematic Love,Du0,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Cinematic Love | Du0 | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/6MayhBGaupn7f2M0Zo3oyj,cinematic pop,yes
Dramatic Emotional,AShamaluevMusic,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Dramatic Emotional | AShamaluevMusic | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/2m1Ay5OAI1NIT4KCw1HtzR,dramatic emotional,yes
Dramatic Emotional Piano,Onoychenko,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Dramatic Emotional Piano | Onoychenko | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/6SJDmbpE01LkW8tvhs15QH,dramatic emotional,yes
Emotional Dramatic Background,DS Productions,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Emotional Dramatic Background | DS Productions | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/0ui7wPTK4LxepNGJZkHGDs,dramatic emotional,yes
Sad Dramatic Cinematic Emotional,Romansenykmusic,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Sad Dramatic Cinematic Emotional | Romansenykmusic | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/6INfD9MiIZl8nguULtMCGa,dramatic emotional,yes
Epic Emotional Dramatic Voices,Carlos Estella,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Epic Emotional Dramatic Voices | Carlos Estella | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/2l4TwvXDHVU0dUP9nAAlZC,dramatic emotional,yes
Abandonment (Instrumental Piano & Orchestra) Sad Music Dramatic Emotional Love Song,Sad Piano Music Instrumental Collective Australia,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Abandonment (Instrumental Piano & Orchestra) Sad Music Dramatic Emotional Love Song | Sad Piano Music Instrumental Collective Australia | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/2nqMoLA4yPSPPKnX0JzBRH,dramatic emotional,yes
Emotional Dramatic Piano,AShamaluevMusic,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Emotional Dramatic Piano | AShamaluevMusic | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/3RwclGNDKrsjfqNYLpZJ65,dramatic emotional,yes
Drama,Florews,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Drama | Florews | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/6UtUTnP51mgBBYBjGG1NOv,dramatic emotional,yes
A Sentimental,Florews,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,A Sentimental | Florews | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/0xY6NUi4JcICxw5IqYxWpN,dramatic emotional,yes
Up and Away (Solo) - Happy Piano Instrumental Music,Mark Andrew Hansen,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Up and Away (Solo) - Happy Piano Instrumental Music | Mark Andrew Hansen | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/79b7s3vEAcxpv4H0b4Uhei,dramatic emotional,yes
Epic Sax Song,Adrenalize,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Epic Sax Song | Adrenalize | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/1MBCOLWlw0wXeSlCgLQCK9,epic sad song,yes
Epic Sax,Fallis,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Epic Sax | Fallis | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/0qbYDqXQsRHqUt3xPiFrAc,epic sad song,yes
Bad Day,Daniel Powter,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Bad Day | Daniel Powter | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,epic sad song,yes
Hey Jude - Remastered 2009,The Beatles,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Hey Jude - Remastered 2009 | The Beatles | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/3m7V717IKZqZLW5qUIOxdD,epic sad song,yes
Smooth Operator - Single Version,Sade,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Smooth Operator - Single Version | Sade | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/1Hv1VTm8zeOeybub15mA2R,epic sad song,yes
By Your Side,Sade,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,By Your Side | Sade | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/7H3ojI1BsVy0dEJENqMt1k,epic sad song,yes
Hold Me Back,KB,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Hold Me Back | KB | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/5C5FqRfbXF9oY4HSRYyqn3,epic sad song,yes
Down On Me - Commentary,SOULS,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Down On Me - Commentary | SOULS | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/7hjU9euiekrZRcHtiXq5TI,epic sad song,yes
Epic Music,OFB,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Epic Music | OFB | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/0ZPngYgQ8DMyM3cBfY2hfk,epic sad song,yes
Bernal Heights,Duckwrth,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Bernal Heights | Duckwrth | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/2LdbF40p7euLqEsaxpt70i,epic sad song,yes
Enola Gay - Remastered 2003,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Enola Gay - Remastered 2003 | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/3NYCaxkggl0Hh8vQptSUvV,orchestral pop,yes
Sailing On The Seven Seas,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Sailing On The Seven Seas | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/30R6QDPKZCeepPj3hSmQvp,orchestral pop,yes
Enola Gay,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Enola Gay | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/7bJSbd2Upa4iYVHlbRKEJm,orchestral pop,yes
Walking On The Milky Way,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Walking On The Milky Way | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/63VDd4PRMwWDoUhxxbE6ND,orchestral pop,yes
If You Leave,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,If You Leave | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/05oFyvdztPdpwSwpoclD4c,orchestral pop,yes
Pandora's Box,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Pandora's Box | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/4NsNi4w10Tkpv6uikyXbJ6,orchestral pop,yes
Orchestral Intro (feat. Sinfonia ViVA),"Gorillaz, Sinfonia ViVa",,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,"Orchestral Intro (feat. Sinfonia ViVA) | Gorillaz, Sinfonia ViVa | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer",cinematic self-mythologizer,https://open.spotify.com/track/3s2f6XU5sJ6aqEe7GgDBta,orchestral pop,yes
So In Love,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,So In Love | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/1D2QnxvMOac95EG9C0KbsJ,orchestral pop,yes
Secret,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Secret | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/0WnVjkW8k8Zo37JAI7K8zF,orchestral pop,yes
(Forever) Live And Die,Orchestral Manoeuvres In The Dark,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,(Forever) Live And Die | Orchestral Manoeuvres In The Dark | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/7pFydJbDEToJHtvl6g579k,orchestral pop,yes
Main Character,Chxrry,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Main Character | Chxrry | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/6UT5bzdmspm2noDOOxWthd,main character song,yes
The Main Character,Will Wood,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,The Main Character | Will Wood | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/2NHntfUPC17b0nmilAWl87,main character song,yes
Main Queen character energy,Souls to sounds,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Main Queen character energy | Souls to sounds | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/3kevGzDa3GvqlvOakQ8DXS,main character song,yes
Main Character Energy,Rhy Elliot,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Main Character Energy | Rhy Elliot | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/4qJdPHdHoeZQLOfp5olvLB,main character song,yes
Main Character Energy,lunaluxe,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Main Character Energy | lunaluxe | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/5REwyBzubMcobp2MGRuFCg,main character song,yes
Main Character,Deki Alem,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Main Character | Deki Alem | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/2EqZTLLNYOG6ZG9mSwiry7,main character song,yes
Superpowers,Daniel Caesar,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Superpowers | Daniel Caesar | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/736PP5LTtREkDgktNmX3Gu,main character song,yes
By the Way,Red Hot Chili Peppers,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,By the Way | Red Hot Chili Peppers | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/1f2V8U1BiWaC9aJWmpOARe,main character song,yes
Half Of Me,Greczula,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Half Of Me | Greczula | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/5cMsL1wGrHYivlEZ7SKQbV,main character song,yes
Delulu,Meghan Trainor,,,,,,,,,,,,,,,,,,,,cinematic; dramatic; grand; emotional; self-mythologizing,turning personal conflict into a movie scene,Delulu | Meghan Trainor | cinematic; dramatic; grand; emotional; self-mythologizing | turning personal conflict into a movie scene | cinematic self-mythologizer,cinematic self-mythologizer,https://open.spotify.com/track/5YerBmtnl5Awzkb0JTVH59,main character song,yes
Retro Pop 80s,Frontmusic,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Retro Pop 80s | Frontmusic | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/3MwXago7HSOw9KeZj97JWh,retro pop,yes
Retro Pop,Angel & M Music,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Retro Pop | Angel & M Music | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/7gDSN4s4zEGaiGY1lq7LyU,retro pop,yes
Retro Pop,Citokid,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Retro Pop | Citokid | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/1se6n2s0mc45buH0cyMu5w,retro pop,yes
Retro Pop,Evie,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Retro Pop | Evie | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/4Pagh9kS54CxqigE6XWzwd,retro pop,yes
Dive,Olivia Dean,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Dive | Olivia Dean | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/36vmaZyO0iAE6FZ7287fg2,retro pop,yes
Solid Ground,Michael Kiwanuka,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Solid Ground | Michael Kiwanuka | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/3aLq93pLZHx25jcFhfbEee,retro pop,yes
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,"Skate | Bruno Mars, Anderson .Paak, Silk Sonic | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist",retro neon escapist,https://open.spotify.com/track/7jvCeWOSnJs2N3spqobWnO,retro pop,yes
dose,Teddy Swims,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,dose | Teddy Swims | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/26ETsbVhx34daSYeBGmvgl,retro pop,yes
17 år,Veronica Maggio,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,17 år | Veronica Maggio | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/7MzmBmyI9KkyQJaPNLdtUi,retro pop,yes
80's,Moonica Mac,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,80's | Moonica Mac | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/2cGlzTR9gC93lc12cZ8afB,retro pop,yes
Neon,Hov1,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon | Hov1 | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/3ohk7UW328iwdvQLz9sxCv,neon pop,yes
Neon Pop,Woo Ji Hoon,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon Pop | Woo Ji Hoon | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/1xq09YtZFOfIaASQc9Z94d,neon pop,yes
Neon Moon,Cigarettes After Sex,,,,,,,,,,,,,,,,,,,,retro; upbeat; neon; danceable; escapist,escaping into bright movement and polished nostalgia,Neon Moon | Cigarettes After Sex | retro; upbeat; neon; danceable; escapist | escaping into bright movement and polished nostalgia | retro neon escapist,retro neon escapist,https://open.spotify.com/track/5r7QVaDpYeWMcbxxrkqb6H,neon pop,yes
