song_title,artist,spotify_url,custom_mood_tags,listener_context,archetype,seed_query,weak_label
Colder Weather,Zac Brown Band,https://open.spotify.com/track/3U8dHeggJ8IBe0UCb1gbyB,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,soft romantic,yes
A Love So Beautiful,Michael Bolton,https://open.spotify.com/track/25Tv2fijQx21CR70wDGwia,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,soft romantic,yes
Dreams,The Cranberries,https://open.spotify.com/track/3W486X36Id1ChRaLhseMBj,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
through - Remastered,800 cherries,https://open.spotify.com/track/3YIcae7kfKRTJkvPMktAqJ,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Set the Night to Music,Starship,https://open.spotify.com/track/3tf0iRfyJd4eYqs1Dn1w79,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Dream On,Depeche Mode,https://open.spotify.com/track/3fIsVx19pqTGejb7cwlLQB,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Slaying The Dreamer,Nightwish,https://open.spotify.com/track/7GD8Ei7EHY0lRxENsqxfUz,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Dreamer,Laufey,https://open.spotify.com/track/59ufJBDa8L0dduJwcxXnZj,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
End of Time,High June,https://open.spotify.com/track/6HmytvT0d3avM8PT71IEhk,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Seorang Ayah Rela Disodomi Waria Demi Membeli Susu Anak,Jason Ranti,https://open.spotify.com/track/0qaBVhQl8eN7ZDiIkWPQ4R,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Not My Taste (feat. SAKURA),"BGM, SAKURA",https://open.spotify.com/track/5LY17xXecV7OqawPyuLrhv,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Dreams Unfold,"Joyner Lucas, Lil Tjay",https://open.spotify.com/track/5ChX0Yt1wPpRJFPPecJZPh,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,dream pop romantic,yes
Gentle,sign crushes motorist,https://open.spotify.com/track/76uOV7B1Pm2PabFU7OSuC3,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
anything,Adrianne Lenker,https://open.spotify.com/track/4PwWESSlTwzvw9B7bmtTLS,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Gentleman Blue,Elysia Biro,https://open.spotify.com/track/5loW20chHOzvK5z4y9D96U,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
zombie girl,Adrianne Lenker,https://open.spotify.com/track/3v2OxIsGWJXWfLuRkB59Q6,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Gentle Heart,Nabihah Iqbal,https://open.spotify.com/track/1OFjWqPsPZ2rJLrfPPcvka,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
my angel,Adrianne Lenker,https://open.spotify.com/track/0jpEKGcoyt7oNpgI9S9cbA,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Gentle Love,Greg Mendez,https://open.spotify.com/track/5adzqxkfPcRr3lEmoZvxgN,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Time,Angelo De Augustine,https://open.spotify.com/track/0FjTazWaBSHBVWm2PAGghQ,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Gentleman,Towa Bird,https://open.spotify.com/track/5qGlVj7q8E5kJRznWOD12a,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Rust.,Mon Rovîa,https://open.spotify.com/track/2y6vEKzRcA49gCJEv9DP8N,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,gentle indie,yes
Keep Me Warm,Ron Pope,https://open.spotify.com/track/0rvYlwpRtYSmx4DbbbjGvY,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Slippery,"Migos, Gucci Mane",https://open.spotify.com/track/5oNf3OAHYDtorp8snu7wI8,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
PILLOWTALK REMIX (feat. Lil Wayne),"ZAYN, Lil Wayne, Jaegen",https://open.spotify.com/track/7Kux9Q1ZYx1V1j3wre0aWk,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Things That Make It Warm,Cavetown,https://open.spotify.com/track/4tN2kX3tYCr1R4qCSS2LDV,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Mink Flow,"Future, Young Thug",https://open.spotify.com/track/1KF7iLK6wK3hjjtqxjRiym,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Things That Make It Warm,Cavetown,https://open.spotify.com/track/72g8JEkbyut7eAzILgBxDd,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Steady Mobbin,"Young Money, Gucci Mane",https://open.spotify.com/track/3cSuhzV7wKX5diQ8hos78P,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Slippery (feat. Gucci Mane),"Migos, Gucci Mane",https://open.spotify.com/track/7HDQGt9aA6SqjpAQsvT9vC,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
warmth,ivri,https://open.spotify.com/track/3MjHGDmiYeclVNam1MvIoU,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Warmer,"Hans., hanbee",https://open.spotify.com/track/27n8scut9e5uU4uD5qFzDQ,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,warm bedroom pop,yes
Romantic,Sugar Tape,https://open.spotify.com/track/0zgBmFuZBWvQJekT0yMXJ5,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Romantic Story,Lemeria,https://open.spotify.com/track/4nELnEGeY4WDuxgQ6sc1lv,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Romantic Moonlight,Kato,https://open.spotify.com/track/2dKl2VM8rUOARsUe36Ji9X,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Hopeless Romantic,Yusei,https://open.spotify.com/track/1XVml2ioz9HQbDONsbSaqi,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Romantic Rain,KLIM,https://open.spotify.com/track/0ONPyowm9YQFY7mtx45GaD,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Romance,"Lō-fÿkkø, soave lofi",https://open.spotify.com/track/2ThVbkZqKjHRjbyHjWkzys,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Romantic Comedy,moonboy,https://open.spotify.com/track/5NrryGQKAOco1I8tecM3aD,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Romantic Dinner,Cäsp.,https://open.spotify.com/track/0iin6dbeWXcsj5WyAz7j6I,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
romantic,datfootdive,https://open.spotify.com/track/3EzizOS9LaIvEZQX0s39yI,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
Lucky Number,Lene Lovich,https://open.spotify.com/track/0kqFlkmfvKzQ4QSmx5PZ1A,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,beautifully detached romantic,lofi romantic,yes
The Burden,Weeping Willows,https://open.spotify.com/track/46LJxnfgq4QspkXlJGkiO1,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,brooding alternative,yes
Kristi brud,Björnarna,https://open.spotify.com/track/0PUF3xHhqV2jyNRpDeamUt,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,brooding alternative,yes
I'll Be Gone,Broder Daniel,https://open.spotify.com/track/4enMndzp7cJ3rDNsF1dAGC,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,brooding alternative,yes
Army of Dreamers,Broder Daniel,https://open.spotify.com/track/0MbDcRSoWem5s6WGfXENqs,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,brooding alternative,yes
Hardened Heart,Broder Daniel,https://open.spotify.com/track/2HDjXctPMpLO3vhZfKXr8u,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,brooding alternative,yes
Wicked Game,HIM,https://open.spotify.com/track/5XenUjG7cRnTkUe8AVuuMX,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Dark Rock,"fatbunny, Alec Koff",https://open.spotify.com/track/3bApBvJlN63CQsuAyuHTee,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Dark Rock,"Johnny Beretta, Andreas Lonardoni",https://open.spotify.com/track/1wqTSM5IUfpRucwiBuEVvw,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Dark Rock,IVLIOR,https://open.spotify.com/track/7JSs4S5PkAmTh2BkeaGRJP,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
DARK,WesGhost,https://open.spotify.com/track/1qlsoHIuuOsrm1qGENz4RM,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Dark Rock,Crew Who Rocks,https://open.spotify.com/track/6PMeVi4UzcE8narpyv3s3k,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Wings of a Butterfly,HIM,https://open.spotify.com/track/5WLjSDWo1VxEQzmsKpcBRe,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Dark Necessities,Red Hot Chili Peppers,https://open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Wicked Game,In Flames,https://open.spotify.com/track/6D1XQrWfO1t42Wzg7Hl658,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Wicked Game,"Chris Wicked, Malice In Wonderland",https://open.spotify.com/track/1vPSUNM7qemhIHZJXtJWYZ,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,dark rock,yes
Bump My Music,Cuttaman 100gran,https://open.spotify.com/track/5U7XXLREA6K2moQEZG4xoy,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Gzz Box,Dthang,https://open.spotify.com/track/6sPdmsxrPX6OzaXdbUA7P8,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
VV's Not CV's,KXNG EEZY,https://open.spotify.com/track/4ZHFAQG6K1qvDMXSeYe8Cg,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Hit Me Like That Snare (Jimi Charles Moody Version),"alt-J, Jimi Charles Moody, Ben Cullum, Fergus Brignall",https://open.spotify.com/track/7v9458Mb26Nhc4rcqXNC7T,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
He Is Mine,"Arjan Dhillon, Mxrci",https://open.spotify.com/track/5rMBSOVlPuuPLfUWhL2sHZ,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Pack After Pack.,JST KAE,https://open.spotify.com/track/4xjNJESBjQLQOqZGWoU1dU,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Oryan,"Moody Moussavi, Aida Shahghasemi",https://open.spotify.com/track/5bJCs3Jrn0n7GZMNW5UjGN,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Question - Alternate Version,The Moody Blues,https://open.spotify.com/track/6NaDSsw0ZCSh9VX9zoip41,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Your Wildest Dreams,The Moody Blues,https://open.spotify.com/track/1I5PbTAcWMqV66XR8B2vzK,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
Candle Of Life - Alternate Version,The Moody Blues,https://open.spotify.com/track/4nxdx6AfnWYfs95O3uVX2z,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,alt rock moody,yes
REBELLIOUS BEHAVIOR - ←RE:recorded,a crowd of rebellion,https://open.spotify.com/track/6jBbZnXXzWqmJEQEewHcb7,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Rebeller,Raubtier,https://open.spotify.com/track/0aTJnBJWmE93Ft7X2LtG8j,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Rebellious (feat. Yuna),"Adventure Club, Yuna",https://open.spotify.com/track/16YuEfqTveacXrTX3ubMgc,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
SLINGSHOT,Watt White,https://open.spotify.com/track/31CiNhyf5R6Sh88xyfDRrj,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Strevellna,Strevellna,https://open.spotify.com/track/4aKBb73vZA42J250gQ6FqS,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
There´s a Rock,Brolle,https://open.spotify.com/track/527726P2TJy0dizkh0HX6Z,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Incredible,Oh The Larceny,https://open.spotify.com/track/5msiRUdlJdcRmW7oDd5PLv,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Gypsy Rider - Remastered,"Gene Clark, Carla Olson",https://open.spotify.com/track/1j0d8bF1QNCcmSMcUtZz55,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
DREAMS DO,Watt White,https://open.spotify.com/track/56wuObgFv1Oh6WJYEL2Esl,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Fair And Tender Ladies - Remastered,"Gene Clark, Carla Olson",https://open.spotify.com/track/7f2qAiuNL9ZabFP8Lzl5ts,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,rebellious rock,yes
Rooster (2022 Remaster),Alice In Chains,https://open.spotify.com/track/0wvIGFIgbyz4JNwQhZgTv2,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Would? (2022 Remaster),Alice In Chains,https://open.spotify.com/track/5sFDReWLrZHLFZFjHsjUTS,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Masochist Machine,Moodring,https://open.spotify.com/track/0kfFXXEyUQwACSdrY4kfLD,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Mood Swings,Human People,https://open.spotify.com/track/6pCvNzVs1C7xS4FqYFea00,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Disintegrate,Moodring,https://open.spotify.com/track/0ta5HDuI0erafeaAtS18MJ,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Mood for Trouble,Soundgarden,https://open.spotify.com/track/3jQ5FQxLRJiLvv6UPj0KIH,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Mood For Trouble - Live,Soundgarden,https://open.spotify.com/track/3hEry97cnywRm92suwdUA2,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Conflicted Mood,Superheaven,https://open.spotify.com/track/7lbzNNI3kn7S4sNIGDcbqO,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Moodswing,Glixen,https://open.spotify.com/track/2nAfDyLhTXnQMsnwcni8LN,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Mood Rings,wakelee,https://open.spotify.com/track/6dBDpsGWFb5NU05hxqRkLm,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,brooding alt antihero,grunge mood,yes
Euphoric Ride,"CRIMSN, Hypermorph, YOIA",https://open.spotify.com/track/1dQodCTkv31QhxYCzbbG1t,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Euphoric Night (feat. Lucie Hart) [Tiësto Remix],"Onlynumbers, Lucie Hart, Tiësto",https://open.spotify.com/track/5ZLMh6NE9EENfaBzdjSgY2,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Don't Let Me Down - Hardwell & Sephyx Remix,"The Chainsmokers, Daya, Hardwell, Sephyx",https://open.spotify.com/track/1JI70l1lE5IF2tgJm5TnMD,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Jägermeister,Da Tweekaz,https://open.spotify.com/track/2K20ZMOW554IjfXsURRslo,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
May it be,"B2A, Anklebreaker, Dypression, Julia Westlin",https://open.spotify.com/track/38ByBQNlZ3dPvXQ5oH1bRv,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Shine A Light,"Hardwell, Wildstylez, KiFi",https://open.spotify.com/track/5K4InCkZlFv2SXvR20BXb2,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Ride With Me (feat. Kid Ink) - Brennan Heart Remix,"Tungevaag, Kid Ink, Brennan Heart",https://open.spotify.com/track/74CkeJ0vYYTdQImnaLy759,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Jägermeister,Da Tweekaz,https://open.spotify.com/track/19UGEZoMAqqaTEcEYNvsox,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Knockout - Da Tweekaz Remix,"Tungevaag, Da Tweekaz",https://open.spotify.com/track/5LSCfqeq1u1GxKogSQFEZn,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Because The Night,"Dimitri Vegas & Like Mike, Brennan Heart, Dimitri Vegas",https://open.spotify.com/track/3nDEjp2MvXJuqtUsv8GuyQ,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,euphoric electronic,yes
Uplifting Dance Club Music,"House Music Party, Electronic Music, Pub Music",https://open.spotify.com/track/2zpodGmo99CYyZ2Gtr7k3h,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Uplifting Dance Vibes,Melodality,https://open.spotify.com/track/4pRhjxWBN1EypUQnxu103C,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Uplifting Steps,Florian Seraul,https://open.spotify.com/track/3gGZgb9cund9plajTkKHJh,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Count On Me (UpOnly 620) - Mix Cut,"Aly & Fila, Philippe El Sisi, Omar Sherif, Jaren",https://open.spotify.com/track/0TGeFVm15zN6WPq9CjjUPv,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Uplifting Robot,"Space Motion, Talón",https://open.spotify.com/track/0d09UTSraOnPYrkwEoqoVZ,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Swept Away - Uplifting Mix,"Matt Bukovski, Tiff Lacey",https://open.spotify.com/track/3QLk0NCVaZTHZ1XQfwJgCY,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Nebula (UpOnly 619) - Mix Cut,"Aly & Fila, Richard Durand",https://open.spotify.com/track/2xGvTY9bzewqimtLVx6ZpD,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Carry Me Home (UpOnly 620) - Craig Connelly Remix - Mix Cut,"Lost Witness, Laura-Ly, Craig Connelly",https://open.spotify.com/track/12iI4nGQbOg8yd2zlP3YGo,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Tears Of Steel (UpOnly 620) - Mix Cut,"XiJaro & Pitch, Clara Yates",https://open.spotify.com/track/5F3QIVeE8nSpbbNWIeI6Sz,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Better With You (UpOnly 620) - Mix Cut,"RAM, Susana, Tales Of Life, Paul Skelton",https://open.spotify.com/track/39Gl03Fd5z040VfPOMPKFe,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,uplifting dance,yes
Tsunami - Instrumental Cardio Workout Mix,CrossFit Junkies,https://open.spotify.com/track/6vZWjlZoqfW0UIIt94cyKj,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Workout,Andy C,https://open.spotify.com/track/5XH2T7g6s9b3tHFrxsWtcP,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Workout,Rendez Vous,https://open.spotify.com/track/0b59YDhNMi8tIiSQWvCCe7,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Titanium (feat. Sia),"David Guetta, Sia",https://open.spotify.com/track/004cm4dIZxfnXp5nBUv5TS,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Heroes (we could be),"Alesso, Tove Lo",https://open.spotify.com/track/5WQ4v26hNbB8R6epWKmsrO,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Workout,"DJ Craig Gorman, Alex Hosking",https://open.spotify.com/track/2a68xrYa3kxdyxKQkVuaJQ,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Magic Workout,islandman,https://open.spotify.com/track/0TnHMErhQe43aDAVWEuS71,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
I Need Your Love (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",https://open.spotify.com/track/5C6goQ5zYkbJXkx59SQcVz,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Don't Stop Believing,"Workout Nation, Beizik, Bradley McFly",https://open.spotify.com/track/6C69iSUAyLdLDWpv7b8nSn,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
Lights - Bassnectar Remix,"Ellie Goulding, Bassnectar",https://open.spotify.com/track/5P9exvsk9y6jtZQOTevxGa,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,workout electronic,yes
The Return Of Darkness And Evil (Mystic Festival Anthem 2026),Behemoth,https://open.spotify.com/track/2AMroBuNM2UcOhAT05N8vH,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,festival anthem,yes
UMF (Ultra Music Festival Anthem),Avicii,https://open.spotify.com/track/1OIap2AeiVhAavWyRKTSba,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,festival anthem,yes
ID - Ultra Music Festival Anthem,Kygo,https://open.spotify.com/track/4SBqydJCEhcroni09XgT2c,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,festival anthem,yes
Wild & Free (Official Free Festival 2019 Freestyle Anthem) - Radio Edit,The Viper,https://open.spotify.com/track/0iLCO8ag4wN8cKVbRHPdDk,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself",euphoric transformation seeker,festival anthem,yes
